ID,Theme,Question_English,Question_RomanUrdu,Short_Answer_English,Detailed_Answer_English,Risk_Level,Source,Helpline
KB0071,Harassment & Consent,What is grooming?,What is grooming ?,Grooming is when an adult builds trust to exploit a young person; report suspicious behavior.,Grooming is when an adult builds trust to exploit a young person; report suspicious behavior. For more details consult a health professional or the provided helplines.,Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0072,Harassment & Consent,How to keep evidence after harassment?,How to keep evidence after harassment ?,"Save messages, take screenshots, and record dates and times. Share with authorities when safe.","Save messages, take screenshots, and record dates and times. Share with authorities when safe. For more details consult a health professional or the provided helplines.",Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0073,Harassment & Consent,What support is available after assault?,What support is available after assault ?,"Medical, legal, and counseling services are available; reach out to NGOs and hotlines for help.","Medical, legal, and counseling services are available; reach out to NGOs and hotlines for help. For more details consult a health professional or the provided helplines.",Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0074,Harassment & Consent,How to support a friend who was assaulted?,How to support a friend who was assaulted ?,"Listen without judgment, encourage medical help, and offer to accompany them to services.","Listen without judgment, encourage medical help, and offer to accompany them to services. For more details consult a health professional or the provided helplines.",Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0075,Harassment & Consent,Can I get legal help without going to police?,Can I get legal help without going to police ?,"Yes, NGOs and legal aid organizations can provide support and represent survivors.","Yes, NGOs and legal aid organizations can provide support and represent survivors. For more details consult a health professional or the provided helplines.",Caution,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0076,Harassment & Consent,What if the harasser is a teacher or authority?,What if the harasser is a teacher or authority ?,"Seek trusted adults outside the school, NGOs, or legal support; prioritize your safety and confidentiality.","Seek trusted adults outside the school, NGOs, or legal support; prioritize your safety and confidentiality. For more details consult a health professional or the provided helplines.",Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0077,Digital Safety,What if someone asks me for nude photos?,What if someone asks me for nude photos ?,"Do not send. Save messages, block the person, and report. Seek help if you feel threatened.","Do not send. Save messages, block the person, and report. Seek help if you feel threatened. For more details consult a health professional or the provided helplines.",Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0078,Digital Safety,How to create a safe password?,How to create a safe password ?,"Use long, unique passwords and enable two-factor authentication where possible.","Use long, unique passwords and enable two-factor authentication where possible. For more details consult a health professional or the provided helplines.",Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0079,Digital Safety,What is cyberbullying?,What is cyberbullying ?,Repeated online harassment or humiliation; report and save evidence.,Repeated online harassment or humiliation; report and save evidence. For more details consult a health professional or the provided helplines.,Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0080,Digital Safety,Can social media affect mental health?,Can social media affect mental health ?,"Yes, limit time, follow positive accounts, and talk to someone if posts make you upset.","Yes, limit time, follow positive accounts, and talk to someone if posts make you upset. For more details consult a health professional or the provided helplines.",Caution,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0081,Digital Safety,How to stay anonymous online?,How to stay anonymous online ?,"Avoid sharing personal details, use privacy settings, and be cautious about new contacts.","Avoid sharing personal details, use privacy settings, and be cautious about new contacts. For more details consult a health professional or the provided helplines.",Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0082,Digital Safety,What to do if my account is hacked?,What to do if my account is hacked ?,"Change passwords, inform the platform, and report to cybercrime authorities if crimes occurred.","Change passwords, inform the platform, and report to cybercrime authorities if crimes occurred. For more details consult a health professional or the provided helplines.",Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0083,Digital Safety,How to report online sexual exploitation?,How to report online sexual exploitation ?,"Save evidence, block the user, and report to FIA cybercrime or helplines like 1099.","Save evidence, block the user, and report to FIA cybercrime or helplines like 1099. For more details consult a health professional or the provided helplines.",Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0084,Digital Safety,Is it safe to meet online friends in person?,Is it safe to meet online friends in person ?,"Be careful: meet in public, bring a trusted person, and tell someone where you are going.","Be careful: meet in public, bring a trusted person, and tell someone where you are going. For more details consult a health professional or the provided helplines.",Caution,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0085,Mental Health & Self-Esteem,What if I feel very sad for weeks?,What if I feel very sad for weeks ?,Persistent sadness may be depression; talk to a counselor or doctor. Support and treatment help.,Persistent sadness may be depression; talk to a counselor or doctor. Support and treatment help. For more details consult a health professional or the provided helplines.,Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0086,Mental Health & Self-Esteem,How to cope with anxiety?,How to cope with anxiety ?,"Breathing exercises, routine, and talking to someone help. Seek professional help if it worsens.","Breathing exercises, routine, and talking to someone help. Seek professional help if it worsens. For more details consult a health professional or the provided helplines.",Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0087,Mental Health & Self-Esteem,Can harassment cause long-term mental issues?,Can harassment cause long-term mental issues ?,"Yes, trauma can cause lasting effects; counseling and support are important for recovery.","Yes, trauma can cause lasting effects; counseling and support are important for recovery. For more details consult a health professional or the provided helplines.",Caution,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0088,Mental Health & Self-Esteem,How to build self-esteem?,How to build self-esteem ?,"Practice self-care, set small goals, and seek supportive people; therapy can help if needed.","Practice self-care, set small goals, and seek supportive people; therapy can help if needed. For more details consult a health professional or the provided helplines.",Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0089,Mental Health & Self-Esteem,Is it normal to feel alone?,Is it normal to feel alone ?,"Many adolescents feel alone; reaching out to friends, family, or counselors helps.","Many adolescents feel alone; reaching out to friends, family, or counselors helps. For more details consult a health professional or the provided helplines.",Caution,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0090,Mental Health & Self-Esteem,What is a counselor and how to find one?,What is a counselor and kaise to find one ?,"Counselors support emotional health; search NGOs, school counselors, or telehealth services.","Counselors support emotional health; search NGOs, school counselors, or telehealth services. For more details consult a health professional or the provided helplines.",Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0091,Mental Health & Self-Esteem,How to help a friend in crisis?,How to help a friend in crisis ?,"Stay with them, listen, call emergency services if in immediate danger, and seek professional help.","Stay with them, listen, call emergency services if in immediate danger, and seek professional help. For more details consult a health professional or the provided helplines.",Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0092,Mental Health & Self-Esteem,Can exercise improve mental health?,Can exercise improve mental health ?,"Yes, regular physical activity improves mood and reduces stress.","Yes, regular physical activity improves mood and reduces stress. For more details consult a health professional or the provided helplines.",Caution,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0093,Local Resources & Helplines,What is Madadgaar Helpline?,What is Madadgaar Helpline ?,Madadgaar 1098 is a child protection helpline in Pakistan for rescue and support.,Madadgaar 1098 is a child protection helpline in Pakistan for rescue and support. For more details consult a health professional or the provided helplines.,Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0094,Local Resources & Helplines,How to contact cybercrime authorities?,How to contact cybercrime authorities ?,FIA cybercrime can be reached at 1099 for online exploitation and offenses.,FIA cybercrime can be reached at 1099 for online exploitation and offenses. For more details consult a health professional or the provided helplines.,Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0095,Local Resources & Helplines,Where to find sexual health clinics?,Where to find sexual health clinics ?,NGOs like Marie Stopes and Sehat Kahani teleclinics provide testing and counseling.,NGOs like Marie Stopes and Sehat Kahani teleclinics provide testing and counseling. For more details consult a health professional or the provided helplines.,Caution,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0096,Local Resources & Helplines,Is there counseling available in schools?,Is there counseling available in schools ?,Some schools offer counselors; ask your school administrator or NGOs for support.,Some schools offer counselors; ask your school administrator or NGOs for support. For more details consult a health professional or the provided helplines.,Caution,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0097,Local Resources & Helplines,How to find nearby hospitals?,How to find nearby hospitals ?,"Use government hospital directories, Sehat Kahani, or ask local health offices for referrals.","Use government hospital directories, Sehat Kahani, or ask local health offices for referrals. For more details consult a health professional or the provided helplines.",Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0098,Local Resources & Helplines,Are helplines confidential?,Are helplines confidential ?,Most helplines maintain confidentiality but ask about privacy policies if concerned.,Most helplines maintain confidentiality but ask about privacy policies if concerned. For more details consult a health professional or the provided helplines.,Caution,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0099,Local Resources & Helplines,Can NGOs help with legal support?,Can NGOs help with legal support ?,"Yes, many NGOs offer legal aid and help survivors navigate reporting and court processes.","Yes, many NGOs offer legal aid and help survivors navigate reporting and court processes. For more details consult a health professional or the provided helplines.",Caution,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0100,Local Resources & Helplines,What emergency number to call?,What emergency number to call ?,"For immediate danger, call local emergency services or Madadgaar 1098 for child protection.","For immediate danger, call local emergency services or Madadgaar 1098 for child protection. For more details consult a health professional or the provided helplines.",Info,WHO; UNICEF; Local studies; SnehAI; Sehat Kahani,Madadgaar Helpline: 1098 (Madadgaar); Cybercrime / FIA: 1099 (FIA cybercrime); Sehat Kahani: https://sehatkahani.com/; WHO STI Fact Sheet: https://www.who.int/news-room/fact-sheets/detail/sexually-transmitted-infections-(stis); UNICEF MHM: https://www.unicef.org/innovation/U-Report/menstrual-hygiene-polls-pakistan; Marie Stopes Pakistan: https://mariestopespk.org/
KB0101,Menstrual Health,What causes menstrual cramps?,Period ke dard ka sabab kya hota hai?,"Menstrual cramps happen when the uterus tightens to shed its lining. Mild pain is normal, but severe pain may need a doctors advice.","Menstrual cramps occur because of natural contractions in the uterus, caused by hormones called prostaglandins. These help remove the lining during menstruation. If pain is very strong or affects daily activities, it may be linked to conditions like endometriosis or fibroids. In such cases, medical consultation is recommended.",Info,Umeeda KB: Reproductive Health,1166 (MoH Helpline)
KB0102,Menstrual Health,What should I do if my period pain is too strong?,Agar period ka dard bohat ziada ho to kya karun?,"Use a warm water bottle, rest, and stay hydrated. If pain stays severe, consult a doctor.","For intense period pain, rest and use a warm compress on your lower abdomen. Avoid caffeine and drink plenty of water. Painkillers such as paracetamol can help if advised by a healthcare provider. If pain persists beyond 23 days or affects your routine, seek medical advice.",Caution,Umeeda KB: Reproductive Health,1166
KB0103,Menstrual Health,Is irregular period normal?,Kya period ka ana band hona ya late hona normal hai?,"Slight changes are normal due to stress or diet, but long delays need a check-up.","Period irregularity can happen because of stress, diet changes, exercise, or hormonal imbalance. Missing periods for more than two months without pregnancy should be checked by a doctor to rule out thyroid, PCOS, or other causes.",Info,Umeeda KB: Reproductive Health,1166
KB0104,Menstrual Health,What does white discharge mean?,White discharge ka matlab kya hota hai?,"Mild white discharge is normal; if it smells or causes itching, visit a doctor.","White discharge before or after periods is natural and helps clean the vagina. If it becomes thick, yellow, green, or smells bad and causes itching or burning, it may be an infection that needs treatment.",Caution,Umeeda KB: Reproductive Health,1166
KB0105,Menstrual Health,Can I pray or fast during menstruation?,Kya period ke dauran namaz ya roza rakha ja sakta hai?,"No, women are exempt from prayer and fasting during menstruation.","According to Islamic teachings, women are not required to pray or fast during their menstruation days. Missed fasts can be made up later, but missed prayers are not required to be repeated. It is a time for rest and self-care.",Info,Islamic Teaching,N/A
KB0106,Hygiene,How should I maintain hygiene during menstruation?,Period ke dauran safai kaise rakhi jaye?,Change pads regularly and wash properly with clean water.,"During menstruation, change sanitary pads every 46 hours to avoid infection. Wash the private area with clean water and dry it properly. Always dispose of pads properly and keep undergarments clean.",Info,Umeeda KB: Hygiene,1166
KB0107,Emotional Health,Why do I feel sad or angry during my period?,Period ke dauran mujhe udaasi ya gussa kyu aata hai?,Hormonal changes can cause mood swings.,"Hormonal changes during menstruation affect serotonin levels in the brain, leading to sadness, irritability, or fatigue. Light exercise, good sleep, and talking with someone you trust can help. If mood changes are very strong or persistent, consult a doctor.",Info,Umeeda KB: Emotional Health,1166
KB0108,Reproductive Health,At what age do girls get their first period?,Larkiyon ka pehla period kis umar mein aata hai?,"Usually between 1015 years, but it can vary.","Most girls start menstruating between ages 10 and 15, depending on growth, genetics, and nutrition. Starting earlier or later can still be normal. If no period occurs by age 16, a doctors consultation is advised.",Info,Umeeda KB: Reproductive Health,1166
KB0109,Hygiene,What if I get a stain at school or outside?,Agar school mein ya bahar daag lag jaye to kya karun?,Dont panic; cover with a sweater or bag and change pad as soon as possible.,"Period stains are normal and happen to everyone. Keep an extra pad and dark clothing in your bag. If stained, tie a sweater around the waist or ask a friend for help. Stay calm and change when possible.",Info,Umeeda KB: Hygiene,1166
KB0110,Reproductive Health,How can I tell if my pain is serious?,Kaise pata chale ke dard normal nahi hai?,"If pain stops daily work or causes vomiting, see a doctor.","Severe pain with heavy bleeding, nausea, or fainting is not normal and could be a sign of a medical condition like endometriosis or PCOS. Seek medical advice immediately if pain becomes unbearable or unusual.",Urgent,Umeeda KB: Reproductive Health,1166
